nodes,degrees_nodes,degree_centrality,pagerank_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality
0,1,0.00013118194936376755,3.402880963282788e-05,1.582021476644017e-06,0.17692932575142162,0.0
747,8,0.0010494555949101404,0.00013527523046544834,6.10680586066242e-05,0.21495643346586582,0.0003672774363444215
1,10,0.0013118194936376755,0.00021180448197622253,0.00013093804212604466,0.210620838283646,0.0023061399557024686
4257,27,0.0035419126328217238,0.000639697323274281,4.394596961876978e-05,0.21952483801295897,0.0042099704285937225
2194,23,0.0030171848353666535,0.00033910521215185384,0.0004205665010143828,0.21324866422357122,0.001318568250167888
580,1,0.00013118194936376755,3.783829966724522e-05,3.3920645175183723e-06,0.17398151318041766,0.0
6478,22,0.002886002886002886,0.00040375322066062526,0.0037492388233576843,0.23713681328936725,0.009596805345788419
1222,15,0.0019677292404565133,0.00035367678454116124,2.392933970236922e-05,0.21233983286908079,0.0035137762392582557
5735,8,0.0010494555949101404,0.000163327833206487,1.3266911729793476e-05,0.20339390058432721,0.0003494628506040224
7146,4,0.0005247277974550702,0.0001026557706925063,6.2216210929299335e-06,0.19786637595390127,7.385226060965302e-05
2204,25,0.003279548734094189,0.0003177616847813455,0.0007776515789959547,0.21904542972903077,0.0009525810160413849
126,6,0.0007870916961826052,0.00014792287403513353,6.6053239993211055e-06,0.19452383382668165,0.0008825590358086654
2639,11,0.001443001443001443,0.00027652463171769714,9.558275163769061e-06,0.20341018251681076,0.0012551251948347635
2,7,0.0009182736455463728,0.00014798737021849885,7.345313449484344e-07,0.1690881263447419,7.169570839335663e-05
562,5,0.0006559097468188378,0.00012689537503686953,5.978153344195932e-07,0.17443536761172512,0.00023760693586995135
1492,8,0.0010494555949101404,0.00015223462012572356,9.479755794526381e-07,0.1716775893520708,1.6108365970256753e-05
6,20,0.002623638987275351,0.00036934797356833946,1.4586239493602476e-05,0.1959237174874062,0.002139799818418406
5303,16,0.0020989111898202808,0.0003220384512590969,2.3267102724791514e-06,0.18364691994507215,0.0015870991390064262
7128,10,0.0013118194936376755,0.00018764529919450292,7.360417781920808e-06,0.19214579184836034,0.00042158238648855686
4154,9,0.0011806375442739079,0.00018281750252501384,2.3424350324159214e-06,0.17875902823374917,0.00015300506234827206
5179,2,0.0002623638987275351,5.800537080306746e-05,1.9225876620577975e-07,0.16756424065240808,6.005007030194674e-06
3,18,0.0023612750885478157,0.00028280729864897777,0.000315641014749536,0.21736526946107784,0.0007096114518852534
1728,11,0.001443001443001443,0.00017244438053995797,4.1051834501318346e-05,0.2030039146760406,4.0272232260976365e-05
4560,13,0.0017053653417289782,0.0002495918508084681,0.0001466770708395625,0.22419928825622776,0.0011519731512118297
5060,22,0.002886002886002886,0.00042177441805804486,0.0007588461462830894,0.2331977117684848,0.004168111234317579
1351,7,0.0009182736455463728,0.00011638536703245885,6.209335138128863e-05,0.21683354192740925,3.4808931407649435e-05
6503,11,0.001443001443001443,0.00016484894730797064,7.999228430569566e-05,0.2206112172252127,6.733919454682841e-05
7089,22,0.002886002886002886,0.0003787776214878043,0.00023915103715529327,0.2358966424261179,0.0037355595950981325
4319,33,0.004329004329004329,0.0005000946936954697,0.0008130188431753273,0.24526237894533637,0.008315319517066736
6095,19,0.0024924570379115836,0.0002763816167412744,0.0005966739309916236,0.23333333333333334,0.0012018292877394472
272,4,0.0005247277974550702,9.929501448185413e-05,9.147321637629637e-06,0.1823073611708997,6.95894306653162e-05
4433,26,0.0034107306834579563,0.00040103818758503913,0.0002065290325509249,0.22606091159811392,0.0008870420000775504
2900,3,0.0003935458480913026,8.961744315791072e-05,1.175768528807521e-05,0.1929775707559111,0.0002672765190299345
3381,38,0.004984914075823167,0.000499646963262364,0.004409493572020725,0.2505999539761333,0.007582072131063456
5943,6,0.0007870916961826052,0.00011460384664785031,0.003799482514176015,0.2211552409411355,0.0005687078174407154
2107,11,0.001443001443001443,0.000157842537282767,0.0001902138301456527,0.21064993920636677,4.3763123239886755e-05
6940,12,0.0015741833923652105,0.00019196184381106707,0.00019998946598009815,0.22467505673612545,0.00044698803498984083
2013,11,0.001443001443001443,0.0001871776746966909,2.907363435448318e-05,0.19750751373199296,7.734322009784684e-05
6046,17,0.0022300931391840482,0.00024006356166517162,0.00014173416480094003,0.222810042966124,8.770900004506333e-05
5823,26,0.0034107306834579563,0.00036126942610341026,0.00044922239214177005,0.23240145117526906,0.0007532401471562127
4,1,0.00013118194936376755,3.970010078620619e-05,7.226149905879092e-07,0.1431361135625364,0.0
5770,5,0.0006559097468188378,0.00011773911785023111,2.7893865694437622e-05,0.1670428399254958,0.0002623875159915172
5,1,0.00013118194936376755,3.420529934650004e-05,6.208717807156252e-05,0.21864960991280405,0.0
5454,72,0.009445100354191263,0.001230503479618329,0.0023966447264895346,0.27982526980397915,0.043613830289128734
5856,10,0.0013118194936376755,0.00023217443072469742,6.687350392548952e-07,0.1789646672144618,0.001074465745588248
667,35,0.004591368227731864,0.0006090032658070376,1.2791187736456674e-05,0.19926286072772897,0.00218122673449622
6180,19,0.0024924570379115836,0.00032842892572923943,4.300900724795673e-06,0.18367789504120283,0.0003795467360721461
598,11,0.001443001443001443,0.00019168934737422507,2.605469671289763e-06,0.18489861259338314,0.0001769066477686094
870,8,0.0010494555949101404,0.00016602917872362067,8.810429448138226e-07,0.18114633334917543,0.00020971499020664046
3079,11,0.001443001443001443,0.00019376443203930434,8.359764517437883e-06,0.19176393640571543,0.00010328196056134686
1834,19,0.0024924570379115836,0.0003437334434966352,3.359472231980672e-05,0.20763196600751757,0.001915273602950049
6283,7,0.0009182736455463728,0.00020426794904068933,4.6025478061502304e-07,0.16574621673334494,0.0006484750458120776
7340,10,0.0013118194936376755,0.00019543818254053313,2.7520621262417855e-06,0.17787059290197635,7.330740621832406e-05
7279,12,0.0015741833923652105,0.000231091797647357,2.3797110014015743e-06,0.17974958145676626,0.00027530333989133764
342,8,0.0010494555949101404,0.0001536147245124914,1.2136046725015262e-06,0.17306513496946443,8.256890119044472e-05
4405,1,0.00013118194936376755,3.5351569960738126e-05,3.778692931943762e-07,0.16382978723404254,0.0
1462,20,0.002623638987275351,0.00035378138446167556,0.00023101877022372154,0.21946163811717287,0.005309553465080567
1284,11,0.001443001443001443,0.00020324583032995576,7.110816032763351e-06,0.1895278585813381,0.001097685427059277
1551,10,0.0013118194936376755,0.00024772328086596605,7.058399806140268e-07,0.17125718907260964,0.0006757606089660739
3291,5,0.0006559097468188378,0.00010417725795332573,1.215805798333433e-05,0.18852945540881436,4.927499939433658e-05
167,20,0.002623638987275351,0.0003639062053761139,0.00023262582368745662,0.2281174252625909,0.0084312405641067
7,8,0.0010494555949101404,0.00021764260496935222,0.0011340705260286976,0.2237583656216978,0.002070647198532577
177,7,0.0009182736455463728,0.00019918322229869783,4.215083969970706e-05,0.20383442964864432,0.0010959608079292218
6243,1,0.00013118194936376755,4.280636404411164e-05,2.9379088989293274e-05,0.18284960422163588,0.0
7589,4,0.0005247277974550702,0.00010324615328261423,0.006673887542754752,0.23001025888600568,0.0011203130907758002
2854,119,0.015610651974288339,0.0023561637916072954,0.01102020463941027,0.2803501158471553,0.077563011903684
6931,13,0.0017053653417289782,0.00017245206792244064,0.025488903240495995,0.23317631224764468,0.0004087517597661958
6250,6,0.0007870916961826052,0.0002164535892366891,6.552427527252467e-05,0.18910940213346564,0.0013399482015033774
428,1,0.00013118194936376755,4.280636404411164e-05,2.9379088989291187e-05,0.18284960422163588,0.0
2142,18,0.0023612750885478157,0.00038520352020198216,0.0004271485116701646,0.22428504177945158,0.001775529339685128
8,1,0.00013118194936376755,4.763413093293641e-05,4.941666699384275e-06,0.16003274971658898,0.0
1686,3,0.0003935458480913026,9.893043827688938e-05,0.0001907546743628739,0.190517844646606,0.00038422036820959774
9,8,0.0010494555949101404,0.00023044761380854498,1.2501453736705427e-05,0.20372547971564486,0.0007048913593772124
4481,1,0.00013118194936376755,4.3730265984831616e-05,3.238610945236962e-07,0.16924955595026642,0.0
1795,50,0.006559097468188378,0.0011490614758842424,0.00023613364991886563,0.24335195530726256,0.02711425238081233
2660,3,0.0003935458480913026,7.664777735073855e-05,1.450630236666582e-06,0.1795971256920721,1.3340756786111487e-05
6053,1,0.00013118194936376755,4.3730265984831616e-05,3.238610945250342e-07,0.16924955595026642,0.0
246,3,0.0003935458480913026,8.706737091157512e-05,6.1795305236975525e-06,0.19292384784754385,9.919540636918154e-05
3843,3,0.0003935458480913026,8.757981667334449e-05,6.611369216965751e-06,0.19632739260327597,3.38659863395974e-07
6441,14,0.0018365472910927456,0.0003078881228045033,0.00022507844788995554,0.23491525423728812,0.0023953848820909493
366,3,0.0003935458480913026,8.351643763089577e-05,6.470802635584153e-06,0.19653492149431512,6.762538030716974e-05
10,1,0.00013118194936376755,3.756753125308294e-05,9.330228415276524e-06,0.19160006032272658,0.0
5489,6,0.0007870916961826052,0.00012614433327313816,0.00036015878677295247,0.23700410396716826,0.0029655600698636052
11,5,0.0006559097468188378,9.855348667364902e-05,0.001042452428425939,0.18904374566015275,4.8396193353234366e-05
5240,6,0.0007870916961826052,0.00013217788185817733,0.0002236318031359237,0.1855241062084743,0.00031537485677691866
618,7,0.0009182736455463728,0.00015635032637664848,0.0008867633972637187,0.19233001135360162,0.00036024803190262965
2412,10,0.0013118194936376755,0.00014780885655332255,0.01327599728027705,0.22541250221775386,0.0003836665995125345
1325,12,0.0015741833923652105,0.00023480665207804225,0.003861833758967738,0.20687689969604864,0.0007598038430719458
4919,20,0.002623638987275351,0.00027460172261483523,0.021991774881415585,0.22592691384369165,0.000822451622491856
12,2,0.0002623638987275351,5.002603051900713e-05,2.156257120642719e-05,0.2106906940106686,0.0
5274,102,0.01338055883510429,0.0016994931967266693,0.0006532956670738398,0.26380813953488375,0.022707839791428843
3807,23,0.0030171848353666535,0.0004365604856442081,0.0001790472445637514,0.22710480843710898,0.001696934366055671
13,29,0.0038042765315492587,0.0003297781161746249,0.00014361203990089936,0.21901396310980864,0.0007882663734205673
1794,17,0.0022300931391840482,0.00021443734291897273,8.182265950076493e-05,0.2103476821192053,0.0006269102022592038
3971,8,0.0010494555949101404,0.00010510197545228704,4.852092219070236e-05,0.20541079464309772,0.0002050741293713847
1223,33,0.004329004329004329,0.0003350909778496834,0.00018761770201799642,0.21961970613656007,0.00014165885227504477
6152,5,0.0006559097468188378,6.921673890012286e-05,3.1478960003927196e-05,0.19731835477441564,8.74124433529493e-06
5385,1,0.00013118194936376755,2.926937971686624e-05,3.7203955162804097e-06,0.17966908645234278,0.0
1509,54,0.0070838252656434475,0.0005871049549485174,0.0004988772238952861,0.23389892915221994,0.0041012674228228085
524,172,0.022563295290568018,0.001966829068839528,0.0005522944877950076,0.24392038909509792,0.019219788251684418
4770,15,0.0019677292404565133,0.00015261057308392422,0.00011135679681426861,0.2142315150493213,8.451201236614675e-06
1937,106,0.01390528663255936,0.001061110871104787,0.0005419110206240927,0.24962342000130985,0.01117885405638368
7315,11,0.001443001443001443,0.00014253727804822323,7.575880027506748e-05,0.2154607122668174,0.000745325953416878
1817,28,0.0036730945821854912,0.00028804534757201155,0.00016542732419330949,0.22387665198237885,0.0008079450206480005
6298,17,0.0022300931391840482,0.00017989679526515204,9.533020889387209e-05,0.20711297071129708,9.73721591288574e-05
2266,12,0.0015741833923652105,0.00013582812178698984,9.08526154358539e-05,0.21790583997941856,2.19012380789877e-05
3557,29,0.0038042765315492587,0.0002942879750981556,0.00017903325776256137,0.2196513470681458,0.0001480766728966725
5857,81,0.010625737898465172,0.0008373510105324507,0.0003751214875118439,0.2298299565846599,0.0019482075264728297
866,31,0.004066640430276794,0.0003108179024896784,0.0002019064433037445,0.22597379498428885,0.0005101406117177316
